X,Y,orientation,timestamp
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:56.565
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:56.613
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:56.706
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:56.809
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:56.908
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.013
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.106
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.210
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.303
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.418
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.503
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.627
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.705
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.814
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:57.906
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.008
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.102
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.211
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.306
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.411
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.504
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.612
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.704
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.809
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:58.917
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.007
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.109
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.210
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.305
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.410
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.507
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.608
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.728
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.809
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:33:59.918
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.009
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.117
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.206
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.314
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.409
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.518
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.611
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.714
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.808
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:00.929
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.008
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.118
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.210
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.316
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.415
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.512
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.603
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.715
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.803
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:01.916
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.013
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.120
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.213
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.326
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.453
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.524
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.677
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.725
56.78007888793945,112.27027893066406,177.08160400390625,2019/08/20 07:34:02.812
56.77699279785156,112.27043151855469,177.08343505859375,2019/08/20 07:34:02.910
56.76915740966797,112.27082061767578,177.24513244628906,2019/08/20 07:34:03.016
56.76016616821289,112.2712631225586,177.00747680664062,2019/08/20 07:34:03.110
56.75166702270508,112.27171325683594,177.0462646484375,2019/08/20 07:34:03.208
56.74101638793945,112.27226257324219,177.0158233642578,2019/08/20 07:34:03.308
56.732295989990234,112.27271270751953,177.0540771484375,2019/08/20 07:34:03.415
56.723697662353516,112.27315521240234,177.04454040527344,2019/08/20 07:34:03.506
